LEM,POL
admiráramos,positive
admirarão,positive
admirarás,positive
admiraras,positive
admirarde,positive
admirardes,positive
admirare,positive
admirarei,positive
admirárei,positive
admirareis,positive
admiráreis,positive
admirarem,positive
admiraremos,positive
admirares,positive
admiraria,positive
admirariam,positive
admiraríamos,positive
admirarias,positive
admiraríeis,positive
admirarmo,positive
admirarmos,positive
admiras,positive
admirasse,positive
admirásseis,positive
admirassem,positive
admirássemos,positive
admirasses,positive
admiraste,positive
admirastes,positive
admirava,positive
admiravam,positive
admirávamo,positive
admirávamos,positive
admiravas,positive
admirávei,positive
admiráveis,positive
admirável,positive
admire,positive
admirei,positive
admireis,positive
admirem,positive
admiremo,positive
admiremos,positive
admires,positive
admiro,positive
admirou,positive
admitida,neutral
admitidas,neutral
admitido,neutral
admitidos,neutral
admoestador,negative
admoestadora,negative
admoestadoras,negative
admoestadores,negative
adoentada,negative
adoentadas,negative
adoentado,negative
adoentados,negative
adora,positive
adorá,positive
adorada,positive
adoradas,positive
adorado,positive
adorados,positive
adorai,positive
adorais,positive
adoram,positive
adorámo,positive
adoramo,positive
adorámos,positive
adoramos,positive
adoranda,positive
adorandas,positive
adorando,positive
adorandos,positive
adorar,positive
adorará,positive
adorara,positive
adoraram,positive
adoráramo,positive
adoráramos,positive
adorarão,positive
adorarás,positive
adoraras,positive
adorarde,positive
adorardes,positive
adorare,positive
adorarei,positive
adorárei,positive
adorareis,positive
adoráreis,positive
adorarem,positive
adoraremos,positive
adorares,positive
adoraria,positive
adorariam,positive
adoraríamos,positive
adorarias,positive
adoraríeis,positive
adorarmo,positive
adorarmos,positive
adoras,positive
adorasse,positive
adorásseis,positive
adorassem,positive
adorássemos,positive
adorasses,positive
adoraste,positive
adorastes,positive
adorava,positive
adoravam,positive
adorávamo,positive
adorávamos,positive
adoravas,positive
adorávei,positive
adoráveis,positive
adorável,positive
adore,positive
adorei,positive
adoreis,positive
adorem,positive
adoremo,positive
adoremos,positive
adores,positive
adormecida,negative
adormecidas,negative
adormecido,negative
adormecidos,negative
adoro,positive
adorou,positive
adulador,negative
aduladora,negative
aduladoras,negative
aduladores,negative
adulta,neutral
adultas,neutral
adúltera,negative
adulterador,negative
adulteradora,negative
adulteradoras,negative
adulteradores,negative
adúlteras,negative
adulterina,negative
adulterinas,negative
adulterino,negative
adulterinos,negative
adultério,negative
adúltero,negative
adúlteros,negative
adulto,neutral
adultos,neutral
adventista,neutral
adventistas,neutral
adversa,negative
adversas,negative
adverso,negative
adversos,negative
aérea,negative
aéreas,negative
aéreo,negative
aéreos,negative
afabilidade,positive
afamada,positive
afamadas,positive
afamado,positive
afamados,positive
afanada,negative
afanadas,negative
afanado,negative
afanados,negative
afasia,negative
afásica,negative
afásicas,negative
afásico,negative
afásicos,negative
afasta,negative
afastá,negative
afastado,negative
afastai,negative
afastais,negative
afastam,negative
afastámo,negative
afastamo,negative
afastámos,negative
afastamos,negative
afastando,negative
afastar,negative
afastará,negative
afastara,negative
afastaram,negative
afastáramo,negative
afastáramos,negative
afastarão,negative
afastarás,negative
afastaras,negative
afastarde,negative
afastardes,negative
afastare,negative
afastarei,negative
afastárei,negative
afastareis,negative
afastáreis,negative
afastarem,negative
afastaremos,negative
afastares,negative
afastaria,negative
afastariam,negative
afastaríamos,negative
afastarias,negative
afastaríeis,negative
afastarmo,negative
afastarmos,negative
afastas,negative
afastasse,negative
afastásseis,negative
afastassem,negative
afastássemos,negative
afastasses,negative
afastaste,negative
afastastes,negative
afastava,negative
afastavam,negative
afastávamo,negative
afastávamos,negative
afastavas,negative
afastávei,negative
afastáveis,negative
afaste,negative
afastei,negative
afasteis,negative
afastem,negative
afastemo,negative
afastemos,negative
afastes,negative
afasto,negative
afastou,negative
afáveis,positive
afável,positive
afecta,negative
afectá,negative
afectada,negative
afectadas,negative
afectado,negative
afectados,negative
afectai,negative
afectais,negative
afectam,negative
afectámo,negative
afectamo,negative
afectámos,negative
afectamos,negative
afectando,negative
afectar,negative
afectará,negative
afectara,negative
afectaram,negative
afectáramo,negative
afectáramos,negative
afectarão,negative
afectarás,negative
afectaras,negative
afectarde,negative
afectardes,negative
afectare,negative
afectarei,negative
afectárei,negative
afectareis,negative
afectáreis,negative
afectarem,negative
afectaremos,negative
afectares,negative
afectaria,negative
afectariam,negative
afectaríamos,negative
afectarias,negative
afectaríeis,negative
afectarmo,negative
afectarmos,negative
afectas,negative
afectasse,negative
afectásseis,negative
afectassem,negative
afectássemos,negative
afectasses,negative
afectaste,negative
afectastes,negative
afectava,negative
afectavam,negative
afectávamo,negative
afectávamos,negative
afectavas,negative
afectávei,negative
afectáveis,negative
afecte,negative
afectei,negative
afecteis,negative
afectem,negative
afectemo,negative
afectemos,negative
afectes,negative
afectiva,positive
afectivas,positive
afectividade,positive
afectivo,positive
afectivos,positive
afecto,neutral
afectou,negative
afectuosa,positive
afectuosas,positive
afectuoso,positive
afectuosos,positive
afeiçoada,positive
afeiçoadas,positive
afeiçoado,positive
afeiçoados,positive
afeita,neutral
afeitas,neutral
afeito,neutral
afeitos,neutral
afeminada,negative
afeminadas,negative
afeminado,negative
afeminados,negative
aferida,neutral
aferidas,neutral
aferido,neutral
aferidos,neutral
aferrada,neutral
aferradas,neutral
aferrado,neutral
aferrados,neutral
afetada,negative
afetadas,negative
afetado,negative
afetados,negative
afetiva,positive
afetivas,positive
afetividade,positive
afetivo,positive
afetivos,positive
afeto,positive
afetuosa,positive
afetuosas,positive
afetuoso,positive
afetuosos,positive
afiada,negative
afiadas,negative
afiado,negative
afiados,negative
afidalgada,neutral
afidalgadas,neutral
afidalgado,neutral
afidalgados,neutral
afilada,neutral
afiladas,neutral
afilado,neutral
afilados,neutral
afilhada,neutral
afilhadas,neutral
afilhado,neutral
afilhados,neutral
afinada,positive
afinadas,positive
afinado,positive
afinados,positive
afincada,neutral
afincadas,neutral
afincado,neutral
afincados,neutral
afirmativa,positive
afirmativas,positive
afirmativo,positive
afirmativos,positive
aflição,negative
aflige,negative
afligem,negative
afliges,negative
afligi,negative
afligia,negative
afligiam,negative
afligíamo,negative
afligíamos,negative
afligias,negative
afligida,negative
afligidas,negative
afligido,negative
afligidos,negative
afligíei,negative
afligíeis,negative
afligimo,negative
afligimos,negative
afligindo,negative
afligir,negative
afligirá,negative
afligira,negative
afligiram,negative
afligíramo,negative
afligíramos,negative
afligirão,negative
afligirás,negative
afligiras,negative
afligirde,negative
afligirdes,negative
afligire,negative
afligirei,negative
afligírei,negative
afligireis,negative
afligíreis,negative
afligirem,negative
afligiremos,negative
afligires,negative
afligiria,negative
afligiriam,negative
afligiríamos,negative
afligirias,negative
afligiríeis,negative
afligirmo,negative
afligirmos,negative
afligis,negative
afligisse,negative
afligísseis,negative
afligissem,negative
afligíssemos,negative
afligisses,negative
afligiste,negative
afligistes,negative
afligiu,negative
aflija,negative
aflijais,negative
aflijam,negative
aflijamo,negative
aflijamos,negative
aflijas,negative
aflijo,negative
aflita,negative
aflitas,negative
aflitiva,negative
aflitivas,negative
aflitivo,negative
aflitivos,negative
aflito,negative
aflitos,negative
afobada,negative
afobadas,negative
afobado,negative
afobados,negative
afoga,negative
afogá,negative
afogada,negative
afogadas,negative
afogado,negative
afogados,negative
afogai,negative
afogais,negative
afogam,negative
afogámo,negative
afogamo,negative
afogámos,negative
afogamos,negative
afogando,negative
afogar,negative
afogará,negative
afogara,negative
afogaram,negative
afogáramo,negative
afogáramos,negative
afogarão,negative
afogarás,negative
afogaras,negative
afogarde,negative
afogardes,negative
afogare,negative
afogarei,negative
afogárei,negative
afogareis,negative
afogáreis,negative
afogarem,negative
afogaremos,negative
afogares,negative
afogaria,negative
afogariam,negative
afogaríamos,negative
afogarias,negative
afogaríeis,negative
afogarmo,negative
afogarmos,negative
afogas,negative
afogasse,negative
afogásseis,negative
afogassem,negative
afogássemos,negative
afogasses,negative
afogaste,negative
afogastes,negative
afogava,negative
afogavam,negative
afogávamo,negative
afogávamos,negative
afogavas,negative
afogávei,negative
afogáveis,negative
afogo,negative
afogou,negative
afogue,negative
afogueada,neutral
afogueadas,neutral
afogueado,neutral
afogueados,neutral
afoguei,negative
afogueis,negative
afoguem,negative
afoguemo,negative
afoguemos,negative
afogues,negative
afoita,positive
afoitas,positive
afoiteza,positive
afoito,positive
afoitos,positive
afortunada,positive
afortunadas,positive
afortunado,positive
afortunados,positive
afrancesada,neutral
afrancesadas,neutral
afrancesado,neutral
afrancesados,neutral
afronta,neutral
afrontá,neutral
afrontada,negative
afrontadas,negative
afrontado,negative
afrontados,negative
afrontai,neutral
afrontais,neutral
afrontam,neutral
afrontámo,neutral
afrontamo,neutral
afrontámos,neutral
afrontamos,neutral
afrontando,neutral
afrontar,neutral
afrontará,neutral
afrontara,neutral
afrontaram,neutral
afrontáramo,neutral
afrontáramos,neutral
afrontarão,neutral
afrontarás,neutral
afrontaras,neutral
afrontarde,neutral
afrontardes,neutral
afrontare,neutral
afrontarei,neutral
afrontárei,neutral
afrontareis,neutral
afrontáreis,neutral
afrontarem,neutral
afrontaremos,neutral
afrontares,neutral
afrontaria,neutral
afrontariam,neutral
afrontaríamos,neutral
afrontarias,neutral
afrontaríeis,neutral
afrontarmo,neutral
afrontarmos,neutral
afrontas,neutral
afrontasse,neutral
afrontásseis,neutral
afrontassem,neutral
afrontássemos,neutral
afrontasses,neutral
afrontaste,neutral
afrontastes,neutral
afrontava,neutral
afrontavam,neutral
afrontávamo,neutral
afrontávamos,neutral
afrontavas,neutral
afrontávei,neutral
afrontáveis,neutral
afronte,neutral
afrontei,neutral
afronteis,neutral
afrontem,neutral
afrontemo,neutral
afrontemos,neutral
afrontes,neutral
afronto,neutral
afrontosa,negative
afrontosas,negative
afrontoso,negative
afrontosos,negative
afrontou,neutral
afugenta,neutral
afugentá,neutral
afugentado,neutral
afugentai,neutral
afugentais,neutral
afugentam,neutral
afugentámo,neutral
afugentamo,neutral
afugentámos,neutral
afugentamos,neutral
afugentando,neutral
afugentar,neutral
afugentará,neutral
afugentara,neutral
afugentaram,neutral
afugentáramo,neutral
afugentáramos,neutral
afugentarão,neutral
afugentarás,neutral
afugentaras,neutral
afugentarde,neutral
afugentardes,neutral
afugentare,neutral
afugentarei,neutral
afugentárei,neutral
afugentareis,neutral
afugentáreis,neutral
afugentarem,neutral
afugentaremos,neutral
afugentares,neutral
afugentaria,neutral
afugentariam,neutral
afugentaríamos,neutral
afugentarias,neutral
afugentaríeis,neutral
afugentarmo,neutral
afugentarmos,neutral
afugentas,neutral
afugentasse,neutral
afugentásseis,neutral
afugentassem,neutral
afugentássemos,neutral
afugentasses,neutral
afugentaste,neutral
afugentastes,neutral
afugentava,neutral
afugentavam,neutral
afugentávamo,neutral
afugentávamos,neutral
afugentavas,neutral
afugentávei,neutral
afugentáveis,neutral
afugente,neutral
afugentei,neutral
afugenteis,neutral
afugentem,neutral
afugentemo,neutral
afugentemos,neutral
afugentes,neutral
afugento,neutral
afugentou,neutral
afunda,negative
afundá,negative
afundada,negative
afundadas,negative
afundado,negative
afundados,negative
afundai,negative
afundais,negative
afundam,negative
afundámo,negative
afundamo,negative
afundámos,negative
afundamos,negative
afundanço,negative
afundando,negative
afundar,negative
afundará,negative
afundara,negative
afundaram,negative
afundáramo,negative
afundáramos,negative
afundarão,negative
afundarás,negative
afundaras,negative
afundarde,negative
afundardes,negative
afundare,negative
afundarei,negative
afundárei,negative
afundareis,negative
afundáreis,negative
afundarem,negative
afundaremos,negative
afundares,negative
afundaria,negative
afundariam,negative
afundaríamos,negative
afundarias,negative
afundaríeis,negative
afundarmo,negative
afundarmos,negative
afundas,negative
afundasse,negative
afundásseis,negative
afundassem,negative
afundássemos,negative
afundasses,negative
afundaste,negative
afundastes,negative
afundava,negative
afundavam,negative
afundávamo,negative
afundávamos,negative
afundavas,negative
afundávei,negative
afundáveis,negative
afunde,negative
afundei,negative
afundeis,negative
afundem,negative
afundemo,negative
afundemos,negative
afundes,negative
afundo,negative
afundou,negative
agachada,negative
agachadas,negative
agachado,negative
agachados,negative
agarotada,negative
agarotadas,negative
